YEAR,MO,DY,HR,T2M
2017,2,13,8,-4.19
2017,2,13,9,-2.48
2017,2,13,10,-1.05
2017,2,13,11,0.03
2017,2,13,12,0.68
2017,2,13,13,0.91
2017,2,13,14,0.83
2017,2,13,15,0.26
2017,2,13,16,-1.81
2017,2,13,17,-3.4
2017,2,13,18,-3.91
2017,2,13,19,-4.62
2017,2,13,20,-5.16
2017,2,13,21,-5.38
2017,2,13,22,-5.24
2017,2,13,23,-5.07
2017,2,14,0,-4.99
2017,2,14,1,-4.93
2017,2,14,2,-4.88
2017,2,14,3,-4.88
2017,2,14,4,-4.88
2017,2,14,5,-4.92
2017,2,14,6,-4.95
2017,2,14,7,-4.97
2017,2,14,8,-4.17
2017,2,14,9,-2.18
2017,2,14,10,-0.54
2017,2,14,11,0.74
2017,2,14,12,1.67
2017,2,14,13,2.19
2017,2,14,14,2.25
2017,2,14,15,1.64
2017,2,14,16,-0.55
2017,2,14,17,-2.09
2017,2,14,18,-2.19
2017,2,14,19,-2.3
2017,2,14,20,-2.56
2017,2,14,21,-3.04
2017,2,14,22,-3.74
2017,2,14,23,-4.35
2017,2,15,0,-4.84
2017,2,15,1,-5.16
2017,2,15,2,-5.36
2017,2,15,3,-5.53
2017,2,15,4,-5.81
2017,2,15,5,-5.76
2017,2,15,6,-5.36
2017,2,15,7,-5.14
2017,2,15,8,-4.45
2017,2,15,9,-3.52
2017,2,15,10,-2.17
2017,2,15,11,-0.27
2017,2,15,12,1.32
2017,2,15,13,2.17
2017,2,15,14,2.57
2017,2,15,15,2.06
2017,2,15,16,0.28
2017,2,15,17,-0.95
2017,2,15,18,-1.02
2017,2,15,19,-0.84
2017,2,15,20,-0.66
2017,2,15,21,-0.58
2017,2,15,22,-0.35
2017,2,15,23,-0.18
2017,2,16,0,0.06
2017,2,16,1,0.33
2017,2,16,2,0.48
2017,2,16,3,0.41
2017,2,16,4,0.25
2017,2,16,5,0.47
2017,2,16,6,1.17
2017,2,16,7,1.89
2017,2,16,8,2.21
2017,2,16,9,2.31
2017,2,16,10,3.0
2017,2,16,11,3.63
2017,2,16,12,3.98
2017,2,16,13,4.11
2017,2,16,14,4.03
2017,2,16,15,3.75
2017,2,16,16,3.25
2017,2,16,17,2.82
2017,2,16,18,2.54
2017,2,16,19,2.35
2017,2,16,20,2.33
2017,2,16,21,2.51
2017,2,16,22,2.71
2017,2,16,23,2.77
2017,2,17,0,2.69
2017,2,17,1,2.57
2017,2,17,2,2.37
2017,2,17,3,2.08
2017,2,17,4,1.98
2017,2,17,5,1.96
2017,2,17,6,1.95
2017,2,17,7,2.12
2017,2,17,8,2.69
2017,2,17,9,3.4
2017,2,17,10,3.81
2017,2,17,11,3.92
2017,2,17,12,3.9
2017,2,17,13,3.86
2017,2,17,14,3.81
2017,2,17,15,3.68
2017,2,17,16,3.08
2017,2,17,17,2.38
2017,2,17,18,1.98
2017,2,17,19,1.96
2017,2,17,20,1.97
2017,2,17,21,1.55
2017,2,17,22,1.22
2017,2,17,23,1.12
2017,2,18,0,1.27
2017,2,18,1,1.69
2017,2,18,2,2.06
2017,2,18,3,2.26
2017,2,18,4,2.3
2017,2,18,5,2.22
2017,2,18,6,2.14
2017,2,18,7,2.12
2017,2,18,8,2.35
2017,2,18,9,2.75
2017,2,18,10,3.32
2017,2,18,11,4.01
2017,2,18,12,4.5
2017,2,18,13,4.6
2017,2,18,14,4.41
2017,2,18,15,3.97
2017,2,18,16,3.4
2017,2,18,17,2.93
2017,2,18,18,2.67
2017,2,18,19,2.59
2017,2,18,20,2.78
2017,2,18,21,2.89
2017,2,18,22,3.04
2017,2,18,23,3.18
2017,2,19,0,3.37
2017,2,19,1,3.46
2017,2,19,2,3.56
2017,2,19,3,3.37
2017,2,19,4,3.16
2017,2,19,5,3.07
2017,2,19,6,3.3
2017,2,19,7,3.69
2017,2,19,8,4.16
2017,2,19,9,4.74
2017,2,19,10,5.3
2017,2,19,11,5.7
2017,2,19,12,5.9
2017,2,19,13,5.88
2017,2,19,14,5.81
2017,2,19,15,5.71
2017,2,19,16,5.4
2017,2,19,17,5.01
2017,2,19,18,4.77
2017,2,19,19,4.57
2017,2,19,20,4.4
2017,2,19,21,4.27
2017,2,19,22,4.13
2017,2,19,23,4.01
2017,2,20,0,4.01
2017,2,20,1,4.07
2017,2,20,2,4.19
2017,2,20,3,4.36
2017,2,20,4,4.65
2017,2,20,5,4.92
2017,2,20,6,5.0
2017,2,20,7,5.39
2017,2,20,8,5.7
2017,2,20,9,6.02
2017,2,20,10,6.4
2017,2,20,11,6.67
2017,2,20,12,6.57
2017,2,20,13,6.44
2017,2,20,14,6.36
2017,2,20,15,6.12
2017,2,20,16,6.3
2017,2,20,17,6.54
2017,2,20,18,6.65
2017,2,20,19,6.72
2017,2,20,20,6.54
2017,2,20,21,6.02
2017,2,20,22,5.67
2017,2,20,23,5.52
2017,2,21,0,5.48
2017,2,21,1,5.35
2017,2,21,2,5.11
2017,2,21,3,4.78
2017,2,21,4,4.5
2017,2,21,5,4.39
2017,2,21,6,4.5
2017,2,21,7,4.44
2017,2,21,8,4.7
2017,2,21,9,5.54
2017,2,21,10,6.47
2017,2,21,11,7.08
2017,2,21,12,7.31
2017,2,21,13,7.3
2017,2,21,14,7.0
2017,2,21,15,6.41
2017,2,21,16,5.32
2017,2,21,17,3.73
2017,2,21,18,3.13
2017,2,21,19,3.09
2017,2,21,20,3.03
2017,2,21,21,2.99
2017,2,21,22,3.02
2017,2,21,23,3.02
2017,2,22,0,2.97
2017,2,22,1,2.96
2017,2,22,2,3.54
2017,2,22,3,5.4
2017,2,22,4,6.56
2017,2,22,5,6.93
2017,2,22,6,6.56
2017,2,22,7,5.37
2017,2,22,8,5.06
2017,2,22,9,5.57
2017,2,22,10,5.98
2017,2,22,11,6.5
2017,2,22,12,6.69
2017,2,22,13,6.57
2017,2,22,14,6.23
2017,2,22,15,5.74
2017,2,22,16,5.17
2017,2,22,17,4.76
2017,2,22,18,4.68
2017,2,22,19,4.76
2017,2,22,20,4.76
2017,2,22,21,4.78
2017,2,22,22,4.86
2017,2,22,23,4.92
2017,2,23,0,4.97
2017,2,23,1,5.06
2017,2,23,2,5.03
2017,2,23,3,4.52
2017,2,23,4,3.81
2017,2,23,5,2.97
2017,2,23,6,2.38
2017,2,23,7,2.1
2017,2,23,8,2.7
2017,2,23,9,3.5
2017,2,23,10,4.09
2017,2,23,11,4.46
2017,2,23,12,4.36
2017,2,23,13,3.89
2017,2,23,14,3.34
2017,2,23,15,2.7
2017,2,23,16,1.79
2017,2,23,17,0.96
2017,2,23,18,0.83
2017,2,23,19,0.68
2017,2,23,20,0.6
2017,2,23,21,0.54
2017,2,23,22,0.5
2017,2,23,23,0.43
2017,2,24,0,0.25
2017,2,24,1,-0.14
2017,2,24,2,-0.84
2017,2,24,3,-1.73
2017,2,24,4,-2.86
2017,2,24,5,-3.75
2017,2,24,6,-4.44
2017,2,24,7,-4.45
2017,2,24,8,-1.87
2017,2,24,9,0.83
2017,2,24,10,2.52
2017,2,24,11,3.49
2017,2,24,12,3.89
2017,2,24,13,3.86
2017,2,24,14,3.44
2017,2,24,15,2.85
2017,2,24,16,2.01
2017,2,24,17,0.55
2017,2,24,18,-0.22
2017,2,24,19,-0.69
2017,2,24,20,-1.08
2017,2,24,21,-1.29
2017,2,24,22,-1.67
2017,2,24,23,-2.0
2017,2,25,0,-2.2
2017,2,25,1,-2.49
2017,2,25,2,-2.48
2017,2,25,3,-2.42
2017,2,25,4,-1.94
2017,2,25,5,-1.35
2017,2,25,6,-0.92
2017,2,25,7,-0.5
2017,2,25,8,0.85
2017,2,25,9,1.58
2017,2,25,10,2.27
2017,2,25,11,2.66
2017,2,25,12,2.56
2017,2,25,13,2.02
2017,2,25,14,1.03
2017,2,25,15,0.85
2017,2,25,16,0.77
2017,2,25,17,0.82
2017,2,25,18,1.19
2017,2,25,19,1.74
2017,2,25,20,2.38
2017,2,25,21,3.03
2017,2,25,22,3.56
2017,2,25,23,4.19
2017,2,26,0,4.61
2017,2,26,1,4.78
2017,2,26,2,4.76
2017,2,26,3,4.74
2017,2,26,4,4.68
2017,2,26,5,4.64
2017,2,26,6,4.58
2017,2,26,7,4.55
2017,2,26,8,4.71
2017,2,26,9,5.04
2017,2,26,10,5.46
2017,2,26,11,5.88
2017,2,26,12,6.15
2017,2,26,13,6.26
2017,2,26,14,6.28
2017,2,26,15,6.03
2017,2,26,16,5.66
2017,2,26,17,5.32
2017,2,26,18,5.22
2017,2,26,19,5.28
2017,2,26,20,5.2
2017,2,26,21,5.15
2017,2,26,22,5.33
2017,2,26,23,5.57
2017,2,27,0,5.65
2017,2,27,1,5.53
2017,2,27,2,5.38
2017,2,27,3,5.19
2017,2,27,4,5.25
2017,2,27,5,5.37
2017,2,27,6,5.45
2017,2,27,7,5.44
2017,2,27,8,5.51
2017,2,27,9,5.89
2017,2,27,10,6.47
2017,2,27,11,6.99
2017,2,27,12,7.43
2017,2,27,13,7.6
2017,2,27,14,7.53
2017,2,27,15,7.37
2017,2,27,16,7.08
2017,2,27,17,6.66
2017,2,27,18,6.46
2017,2,27,19,6.32
2017,2,27,20,6.06
2017,2,27,21,5.97
2017,2,27,22,5.8
2017,2,27,23,5.81
2017,2,28,0,5.85
2017,2,28,1,5.87
2017,2,28,2,5.52
2017,2,28,3,4.4
2017,2,28,4,3.71
2017,2,28,5,3.64
2017,2,28,6,3.48
2017,2,28,7,3.3
2017,2,28,8,3.4
2017,2,28,9,3.65
2017,2,28,10,3.95
2017,2,28,11,4.5
2017,2,28,12,4.82
2017,2,28,13,4.84
2017,2,28,14,4.61
2017,2,28,15,4.22
2017,2,28,16,3.6
2017,2,28,17,2.65
2017,2,28,18,2.2
2017,2,28,19,2.29
2017,2,28,20,2.52
2017,2,28,21,2.52
2017,2,28,22,2.19
2017,2,28,23,2.2
2017,3,1,0,2.6
2017,3,1,1,3.25
2017,3,1,2,3.86
2017,3,1,3,4.15
2017,3,1,4,4.15
2017,3,1,5,3.98
2017,3,1,6,3.73
2017,3,1,7,3.64
2017,3,1,8,4.15
2017,3,1,9,4.82
2017,3,1,10,5.46
2017,3,1,11,5.9
2017,3,1,12,5.71
2017,3,1,13,5.44
2017,3,1,14,5.31
2017,3,1,15,5.26
2017,3,1,16,4.72
2017,3,1,17,3.56
2017,3,1,18,2.59
2017,3,1,19,2.23
2017,3,1,20,2.08
2017,3,1,21,1.95
2017,3,1,22,1.76
2017,3,1,23,1.76
2017,3,2,0,1.92
2017,3,2,1,2.0
2017,3,2,2,1.79
2017,3,2,3,1.43
2017,3,2,4,1.25
2017,3,2,5,1.31
2017,3,2,6,1.52
2017,3,2,7,1.72
2017,3,2,8,2.15
2017,3,2,9,2.76
2017,3,2,10,3.44
2017,3,2,11,4.16
2017,3,2,12,4.68
2017,3,2,13,5.01
2017,3,2,14,5.27
2017,3,2,15,5.21
2017,3,2,16,4.63
2017,3,2,17,3.24
2017,3,2,18,2.6
2017,3,2,19,2.55
2017,3,2,20,2.39
2017,3,2,21,2.62
2017,3,2,22,2.96
2017,3,2,23,3.18
2017,3,3,0,3.22
2017,3,3,1,3.05
2017,3,3,2,2.78
2017,3,3,3,2.48
2017,3,3,4,2.8
2017,3,3,5,3.33
2017,3,3,6,3.74
2017,3,3,7,3.69
2017,3,3,8,3.85
2017,3,3,9,4.55
2017,3,3,10,5.22
2017,3,3,11,5.48
2017,3,3,12,5.94
2017,3,3,13,6.55
2017,3,3,14,6.83
2017,3,3,15,6.49
2017,3,3,16,5.53
2017,3,3,17,4.11
2017,3,3,18,3.09
2017,3,3,19,2.79
2017,3,3,20,2.6
2017,3,3,21,2.4
2017,3,3,22,2.16
2017,3,3,23,2.04
2017,3,4,0,2.13
2017,3,4,1,2.26
2017,3,4,2,2.24
2017,3,4,3,2.34
2017,3,4,4,2.53
2017,3,4,5,2.47
2017,3,4,6,2.47
2017,3,4,7,2.49
2017,3,4,8,2.98
2017,3,4,9,4.01
2017,3,4,10,5.25
2017,3,4,11,6.54
2017,3,4,12,7.56
2017,3,4,13,7.97
2017,3,4,14,7.69
2017,3,4,15,7.11
2017,3,4,16,6.24
2017,3,4,17,5.31
2017,3,4,18,4.52
2017,3,4,19,3.81
2017,3,4,20,3.29
2017,3,4,21,3.08
2017,3,4,22,2.97
2017,3,4,23,2.87
2017,3,5,0,2.82
2017,3,5,1,2.75
2017,3,5,2,2.75
2017,3,5,3,2.74
2017,3,5,4,2.77
2017,3,5,5,2.86
2017,3,5,6,2.97
2017,3,5,7,3.13
2017,3,5,8,3.41
2017,3,5,9,3.63
2017,3,5,10,3.68
2017,3,5,11,3.61
2017,3,5,12,3.59
2017,3,5,13,3.8
2017,3,5,14,4.23
2017,3,5,15,4.71
2017,3,5,16,4.84
2017,3,5,17,3.8
2017,3,5,18,3.27
2017,3,5,19,3.13
2017,3,5,20,2.82
2017,3,5,21,2.64
2017,3,5,22,2.68
2017,3,5,23,2.73
2017,3,6,0,2.54
2017,3,6,1,2.16
2017,3,6,2,1.94
2017,3,6,3,1.81
2017,3,6,4,1.5
2017,3,6,5,1.11
2017,3,6,6,0.81
2017,3,6,7,0.76
2017,3,6,8,1.21
2017,3,6,9,1.78
2017,3,6,10,2.22
2017,3,6,11,2.63
2017,3,6,12,2.85
2017,3,6,13,2.84
2017,3,6,14,2.59
2017,3,6,15,2.13
2017,3,6,16,1.43
2017,3,6,17,0.6
2017,3,6,18,0.02
2017,3,6,19,-0.2
2017,3,6,20,-0.34
2017,3,6,21,-0.54
2017,3,6,22,-0.76
2017,3,6,23,-0.92
2017,3,7,0,-1.16
2017,3,7,1,-1.46
2017,3,7,2,-1.72
2017,3,7,3,-1.93
2017,3,7,4,-2.07
2017,3,7,5,-2.22
2017,3,7,6,-2.34
2017,3,7,7,-1.9
2017,3,7,8,-0.97
2017,3,7,9,-0.15
2017,3,7,10,0.33
2017,3,7,11,0.73
2017,3,7,12,0.98
2017,3,7,13,0.94
2017,3,7,14,0.78
2017,3,7,15,0.49
2017,3,7,16,-0.02
2017,3,7,17,-1.13
2017,3,7,18,-2.31
2017,3,7,19,-2.72
2017,3,7,20,-2.98
2017,3,7,21,-3.12
2017,3,7,22,-3.09
2017,3,7,23,-3.03
2017,3,8,0,-3.19
2017,3,8,1,-3.46
2017,3,8,2,-3.81
2017,3,8,3,-4.11
2017,3,8,4,-4.27
2017,3,8,5,-4.21
2017,3,8,6,-3.64
2017,3,8,7,-2.44
2017,3,8,8,-1.06
2017,3,8,9,0.3
2017,3,8,10,1.35
2017,3,8,11,2.01
2017,3,8,12,2.63
2017,3,8,13,2.86
2017,3,8,14,2.59
2017,3,8,15,2.13
2017,3,8,16,2.02
2017,3,8,17,2.19
2017,3,8,18,2.49
2017,3,8,19,2.7
2017,3,8,20,2.61
2017,3,8,21,2.24
2017,3,8,22,2.04
2017,3,8,23,2.2
2017,3,9,0,1.98
2017,3,9,1,2.09
2017,3,9,2,2.1
2017,3,9,3,2.41
2017,3,9,4,2.53
2017,3,9,5,2.45
2017,3,9,6,2.25
2017,3,9,7,2.26
2017,3,9,8,2.83
2017,3,9,9,3.36
2017,3,9,10,4.01
2017,3,9,11,4.82
2017,3,9,12,5.93
2017,3,9,13,6.49
2017,3,9,14,6.16
2017,3,9,15,5.22
2017,3,9,16,4.18
2017,3,9,17,3.46
2017,3,9,18,3.07
2017,3,9,19,3.07
2017,3,9,20,3.14
2017,3,9,21,2.77
2017,3,9,22,2.22
2017,3,9,23,2.48
2017,3,10,0,2.9
2017,3,10,1,3.05
2017,3,10,2,3.21
2017,3,10,3,3.45
2017,3,10,4,3.69
2017,3,10,5,3.76
2017,3,10,6,3.7
2017,3,10,7,3.82
2017,3,10,8,4.39
2017,3,10,9,5.32
2017,3,10,10,6.55
2017,3,10,11,7.64
2017,3,10,12,8.28
2017,3,10,13,8.57
2017,3,10,14,8.52
2017,3,10,15,7.98
2017,3,10,16,7.02
2017,3,10,17,5.47
2017,3,10,18,3.66
2017,3,10,19,2.89
2017,3,10,20,3.18
2017,3,10,21,3.31
2017,3,10,22,3.27
2017,3,10,23,3.14
2017,3,11,0,3.08
2017,3,11,1,2.98
2017,3,11,2,2.85
2017,3,11,3,2.79
2017,3,11,4,2.6
2017,3,11,5,2.44
2017,3,11,6,2.31
2017,3,11,7,2.5
2017,3,11,8,3.28
2017,3,11,9,4.8
2017,3,11,10,7.23
2017,3,11,11,8.5
2017,3,11,12,9.11
2017,3,11,13,9.42
2017,3,11,14,9.42
2017,3,11,15,9.04
2017,3,11,16,8.0
2017,3,11,17,5.39
2017,3,11,18,3.29
2017,3,11,19,2.65
2017,3,11,20,2.0
2017,3,11,21,1.36
2017,3,11,22,0.89
2017,3,11,23,1.09
2017,3,12,0,1.04
2017,3,12,1,0.75
2017,3,12,2,0.67
2017,3,12,3,0.49
2017,3,12,4,0.35
2017,3,12,5,0.41
2017,3,12,6,0.33
2017,3,12,7,0.64
2017,3,12,8,1.38
2017,3,12,9,2.41
2017,3,12,10,3.47
2017,3,12,11,4.53
2017,3,12,12,5.4
2017,3,12,13,5.86
2017,3,12,14,5.83
2017,3,12,15,5.4
2017,3,12,16,4.58
2017,3,12,17,3.32
2017,3,12,18,2.21
2017,3,12,19,1.68
2017,3,12,20,1.23
2017,3,12,21,0.78
2017,3,12,22,0.38
2017,3,12,23,0.07
2017,3,13,0,0.01
2017,3,13,1,0.05
2017,3,13,2,0.09
2017,3,13,3,0.11
2017,3,13,4,0.14
2017,3,13,5,0.16
2017,3,13,6,0.15
2017,3,13,7,0.45
2017,3,13,8,1.21
2017,3,13,9,1.98
2017,3,13,10,2.86
2017,3,13,11,4.24
2017,3,13,12,5.9
2017,3,13,13,6.68
2017,3,13,14,6.72
2017,3,13,15,6.35
2017,3,13,16,5.84
2017,3,13,17,4.86
2017,3,13,18,4.25
2017,3,13,19,4.2
2017,3,13,20,4.35
2017,3,13,21,4.34
2017,3,13,22,4.18
2017,3,13,23,3.92
2017,3,14,0,3.69
2017,3,14,1,3.6
2017,3,14,2,3.74
2017,3,14,3,4.06
2017,3,14,4,4.33
2017,3,14,5,4.42
2017,3,14,6,4.37
2017,3,14,7,4.38
2017,3,14,8,4.48
2017,3,14,9,4.91
2017,3,14,10,6.32
2017,3,14,11,8.44
2017,3,14,12,9.81
2017,3,14,13,9.57
2017,3,14,14,8.61
2017,3,14,15,7.88
2017,3,14,16,7.49
2017,3,14,17,7.14
2017,3,14,18,6.71
2017,3,14,19,6.35
2017,3,14,20,6.07
2017,3,14,21,5.73
2017,3,14,22,5.35
2017,3,14,23,4.94
2017,3,15,0,4.58
2017,3,15,1,4.48
2017,3,15,2,4.43
2017,3,15,3,4.23
2017,3,15,4,4.13
2017,3,15,5,3.99
2017,3,15,6,3.92
2017,3,15,7,4.54
2017,3,15,8,5.87
2017,3,15,9,7.23
2017,3,15,10,8.18
2017,3,15,11,8.7
2017,3,15,12,8.96
2017,3,15,13,9.0
2017,3,15,14,8.71
2017,3,15,15,8.26
2017,3,15,16,7.39
2017,3,15,17,6.16
2017,3,15,18,5.01
2017,3,15,19,4.3
2017,3,15,20,4.05
2017,3,15,21,3.91
2017,3,15,22,3.89
2017,3,15,23,3.9
2017,3,16,0,3.8
2017,3,16,1,3.67
2017,3,16,2,3.59
2017,3,16,3,3.6
2017,3,16,4,3.78
2017,3,16,5,4.14
2017,3,16,6,4.47
2017,3,16,7,5.04
2017,3,16,8,6.05
2017,3,16,9,7.54
2017,3,16,10,9.24
2017,3,16,11,10.75
2017,3,16,12,11.58
2017,3,16,13,11.91
2017,3,16,14,11.92
2017,3,16,15,11.41
2017,3,16,16,10.2
2017,3,16,17,8.5
2017,3,16,18,7.01
2017,3,16,19,6.37
2017,3,16,20,6.09
2017,3,16,21,5.87
2017,3,16,22,5.81
2017,3,16,23,5.89
2017,3,17,0,5.98
2017,3,17,1,5.82
2017,3,17,2,5.25
2017,3,17,3,4.21
2017,3,17,4,3.34
2017,3,17,5,2.98
2017,3,17,6,2.91
2017,3,17,7,3.28
2017,3,17,8,4.21
2017,3,17,9,5.21
2017,3,17,10,5.77
2017,3,17,11,5.67
2017,3,17,12,5.22
2017,3,17,13,5.05
2017,3,17,14,5.27
2017,3,17,15,5.38
2017,3,17,16,5.12
2017,3,17,17,4.36
2017,3,17,18,3.3
2017,3,17,19,2.85
2017,3,17,20,2.83
2017,3,17,21,2.86
2017,3,17,22,3.0
2017,3,17,23,3.04
2017,3,18,0,2.95
2017,3,18,1,3.04
2017,3,18,2,3.03
2017,3,18,3,3.1
2017,3,18,4,2.99
2017,3,18,5,2.84
2017,3,18,6,2.42
2017,3,18,7,2.13
2017,3,18,8,2.63
2017,3,18,9,3.65
2017,3,18,10,4.86
2017,3,18,11,5.65
2017,3,18,12,5.84
2017,3,18,13,6.14
2017,3,18,14,6.41
2017,3,18,15,6.11
2017,3,18,16,5.16
2017,3,18,17,3.73
2017,3,18,18,2.14
2017,3,18,19,1.13
2017,3,18,20,0.48
2017,3,18,21,0.02
2017,3,18,22,-0.32
2017,3,18,23,-0.74
2017,3,19,0,-1.24
2017,3,19,1,-1.7
2017,3,19,2,-1.83
2017,3,19,3,-1.66
2017,3,19,4,-1.13
2017,3,19,5,-0.75
2017,3,19,6,-0.52
2017,3,19,7,0.41
2017,3,19,8,1.29
2017,3,19,9,2.1
2017,3,19,10,2.81
2017,3,19,11,2.7
2017,3,19,12,2.53
2017,3,19,13,2.43
2017,3,19,14,2.29
2017,3,19,15,2.15
2017,3,19,16,2.16
2017,3,19,17,2.47
2017,3,19,18,3.13
2017,3,19,19,3.72
2017,3,19,20,4.26
2017,3,19,21,4.71
2017,3,19,22,5.03
2017,3,19,23,5.09
2017,3,20,0,4.93
2017,3,20,1,4.75
2017,3,20,2,4.59
2017,3,20,3,4.47
2017,3,20,4,4.39
2017,3,20,5,4.33
2017,3,20,6,4.14
2017,3,20,7,4.36
2017,3,20,8,4.76
2017,3,20,9,5.61
2017,3,20,10,6.34
2017,3,20,11,6.35
2017,3,20,12,6.43
2017,3,20,13,7.04
2017,3,20,14,7.78
2017,3,20,15,7.72
2017,3,20,16,7.17
2017,3,20,17,6.87
2017,3,20,18,6.67
2017,3,20,19,6.45
2017,3,20,20,6.06
2017,3,20,21,5.76
2017,3,20,22,5.67
2017,3,20,23,5.44
2017,3,21,0,4.93
2017,3,21,1,4.26
2017,3,21,2,3.67
2017,3,21,3,3.16
2017,3,21,4,3.07
2017,3,21,5,3.12
2017,3,21,6,3.18
2017,3,21,7,3.89
2017,3,21,8,5.4
2017,3,21,9,6.76
2017,3,21,10,6.86
2017,3,21,11,6.96
2017,3,21,12,7.06
2017,3,21,13,6.83
2017,3,21,14,6.1
2017,3,21,15,5.43
2017,3,21,16,4.9
2017,3,21,17,4.1
2017,3,21,18,3.2
2017,3,21,19,2.83
2017,3,21,20,2.82
2017,3,21,21,2.9
2017,3,21,22,2.92
2017,3,21,23,2.98
2017,3,22,0,3.03
2017,3,22,1,3.01
2017,3,22,2,2.78
2017,3,22,3,2.55
2017,3,22,4,2.3
2017,3,22,5,1.96
2017,3,22,6,1.81
2017,3,22,7,3.15
2017,3,22,8,5.01
2017,3,22,9,6.65
2017,3,22,10,7.75
2017,3,22,11,8.53
2017,3,22,12,8.84
2017,3,22,13,8.83
2017,3,22,14,8.72
2017,3,22,15,8.4
2017,3,22,16,7.76
2017,3,22,17,6.4
2017,3,22,18,3.51
2017,3,22,19,2.33
2017,3,22,20,1.82
2017,3,22,21,1.51
2017,3,22,22,1.39
2017,3,22,23,1.44
2017,3,23,0,1.36
2017,3,23,1,1.39
2017,3,23,2,0.98
2017,3,23,3,0.7
2017,3,23,4,0.41
2017,3,23,5,0.17
2017,3,23,6,0.03
2017,3,23,7,0.45
2017,3,23,8,1.75
2017,3,23,9,3.66
2017,3,23,10,6.04
2017,3,23,11,8.12
2017,3,23,12,9.09
2017,3,23,13,9.59
2017,3,23,14,9.76
2017,3,23,15,9.55
2017,3,23,16,8.84
2017,3,23,17,6.8
2017,3,23,18,3.46
2017,3,23,19,2.0
2017,3,23,20,0.99
2017,3,23,21,0.06
2017,3,23,22,-0.72
2017,3,23,23,-1.37
2017,3,24,0,-1.76
2017,3,24,1,-1.92
2017,3,24,2,-1.95
2017,3,24,3,-2.09
2017,3,24,4,-2.54
2017,3,24,5,-2.99
2017,3,24,6,-2.63
2017,3,24,7,0.39
2017,3,24,8,2.58
2017,3,24,9,4.75
2017,3,24,10,6.49
2017,3,24,11,8.07
2017,3,24,12,9.04
2017,3,24,13,9.31
2017,3,24,14,9.07
2017,3,24,15,8.5
2017,3,24,16,7.28
2017,3,24,17,5.48
2017,3,24,18,3.78
2017,3,24,19,3.22
2017,3,24,20,2.92
2017,3,24,21,2.66
2017,3,24,22,2.62
2017,3,24,23,2.62
2017,3,25,0,2.69
2017,3,25,1,2.81
2017,3,25,2,2.92
2017,3,25,3,2.94
2017,3,25,4,3.13
2017,3,25,5,3.46
2017,3,25,6,3.81
2017,3,25,7,4.51
2017,3,25,8,5.65
2017,3,25,9,7.22
2017,3,25,10,8.93
2017,3,25,11,9.94
2017,3,25,12,10.41
2017,3,25,13,10.43
2017,3,25,14,10.16
2017,3,25,15,9.75
2017,3,25,16,9.02
2017,3,25,17,8.01
2017,3,25,18,6.62
2017,3,25,19,5.32
2017,3,25,20,4.43
2017,3,25,21,4.47
2017,3,25,22,4.4
2017,3,25,23,4.19
2017,3,26,0,3.99
2017,3,26,1,3.84
2017,3,26,2,3.7
2017,3,26,3,3.53
2017,3,26,4,3.34
2017,3,26,5,3.09
2017,3,26,6,2.88
2017,3,26,7,3.03
2017,3,26,8,3.67
2017,3,26,9,4.81
2017,3,26,10,5.71
2017,3,26,11,6.45
2017,3,26,12,7.62
2017,3,26,13,9.36
2017,3,26,14,10.75
2017,3,26,15,11.09
2017,3,26,16,10.68
2017,3,26,17,9.43
2017,3,26,18,6.73
2017,3,26,19,5.87
2017,3,26,20,5.94
2017,3,26,21,5.69
2017,3,26,22,5.55
2017,3,26,23,5.51
2017,3,27,0,5.49
2017,3,27,1,5.46
2017,3,27,2,5.42
2017,3,27,3,5.38
2017,3,27,4,5.25
2017,3,27,5,5.1
2017,3,27,6,5.12
2017,3,27,7,5.28
2017,3,27,8,5.37
2017,3,27,9,5.58
2017,3,27,10,5.86
2017,3,27,11,6.3
2017,3,27,12,6.81
2017,3,27,13,7.28
2017,3,27,14,7.55
2017,3,27,15,7.57
2017,3,27,16,7.38
2017,3,27,17,6.99
2017,3,27,18,6.51
2017,3,27,19,6.17
2017,3,27,20,5.86
2017,3,27,21,5.43
2017,3,27,22,5.11
2017,3,27,23,4.85
2017,3,28,0,4.53
2017,3,28,1,4.28
2017,3,28,2,4.12
2017,3,28,3,4.04
2017,3,28,4,3.91
2017,3,28,5,3.78
2017,3,28,6,3.72
2017,3,28,7,3.84
2017,3,28,8,4.04
2017,3,28,9,4.47
2017,3,28,10,5.33
2017,3,28,11,6.81
2017,3,28,12,8.96
2017,3,28,13,10.13
2017,3,28,14,10.33
2017,3,28,15,9.79
2017,3,28,16,8.75
2017,3,28,17,7.31
2017,3,28,18,5.55
2017,3,28,19,4.46
2017,3,28,20,3.93
2017,3,28,21,3.67
2017,3,28,22,3.58
2017,3,28,23,3.56
2017,3,29,0,3.51
2017,3,29,1,3.54
2017,3,29,2,3.67
2017,3,29,3,3.82
2017,3,29,4,3.94
2017,3,29,5,3.95
2017,3,29,6,3.82
2017,3,29,7,3.94
2017,3,29,8,4.44
2017,3,29,9,5.36
2017,3,29,10,6.16
2017,3,29,11,6.75
2017,3,29,12,7.24
2017,3,29,13,7.69
2017,3,29,14,7.82
2017,3,29,15,7.68
2017,3,29,16,7.34
2017,3,29,17,6.71
