YEAR,MO,DY,HR,T2M
2017,3,29,18,5.28
2017,3,29,19,4.11
2017,3,29,20,3.83
2017,3,29,21,3.73
2017,3,29,22,3.74
2017,3,29,23,3.93
2017,3,30,0,4.12
2017,3,30,1,4.34
2017,3,30,2,4.48
2017,3,30,3,4.66
2017,3,30,4,4.87
2017,3,30,5,4.98
2017,3,30,6,5.14
2017,3,30,7,5.55
2017,3,30,8,6.08
2017,3,30,9,6.58
2017,3,30,10,7.49
2017,3,30,11,8.93
2017,3,30,12,10.43
2017,3,30,13,11.52
2017,3,30,14,11.85
2017,3,30,15,11.31
2017,3,30,16,10.49
2017,3,30,17,9.69
2017,3,30,18,8.57
2017,3,30,19,7.53
2017,3,30,20,6.92
2017,3,30,21,6.62
2017,3,30,22,6.53
2017,3,30,23,6.45
2017,3,31,0,6.28
2017,3,31,1,6.04
2017,3,31,2,5.88
2017,3,31,3,5.81
2017,3,31,4,5.95
2017,3,31,5,6.14
2017,3,31,6,6.63
2017,3,31,7,7.99
2017,3,31,8,9.55
2017,3,31,9,10.86
2017,3,31,10,12.03
2017,3,31,11,13.46
2017,3,31,12,15.18
2017,3,31,13,16.76
2017,3,31,14,17.32
2017,3,31,15,16.99
2017,3,31,16,16.05
2017,3,31,17,14.54
2017,3,31,18,12.88
2017,3,31,19,11.74
2017,3,31,20,10.77
2017,3,31,21,9.71
2017,3,31,22,8.87
2017,3,31,23,8.14
2017,4,1,0,7.57
2017,4,1,1,7.12
2017,4,1,2,6.76
2017,4,1,3,6.58
2017,4,1,4,6.44
2017,4,1,5,6.39
2017,4,1,6,6.39
2017,4,1,7,6.86
2017,4,1,8,7.75
2017,4,1,9,9.33
2017,4,1,10,11.46
2017,4,1,11,13.31
2017,4,1,12,13.84
2017,4,1,13,13.44
2017,4,1,14,13.04
2017,4,1,15,12.7
2017,4,1,16,12.2
2017,4,1,17,11.3
2017,4,1,18,9.07
2017,4,1,19,7.64
2017,4,1,20,7.33
2017,4,1,21,7.12
2017,4,1,22,6.73
2017,4,1,23,6.4
2017,4,2,0,6.19
2017,4,2,1,5.84
2017,4,2,2,5.77
2017,4,2,3,5.59
2017,4,2,4,5.29
2017,4,2,5,5.09
2017,4,2,6,5.58
2017,4,2,7,6.22
2017,4,2,8,7.09
2017,4,2,9,7.69
2017,4,2,10,8.41
2017,4,2,11,9.18
2017,4,2,12,9.7
2017,4,2,13,10.07
2017,4,2,14,10.47
2017,4,2,15,10.31
2017,4,2,16,9.57
2017,4,2,17,8.7
2017,4,2,18,7.98
2017,4,2,19,7.58
2017,4,2,20,7.18
2017,4,2,21,6.68
2017,4,2,22,6.25
2017,4,2,23,5.97
2017,4,3,0,5.75
2017,4,3,1,5.5
2017,4,3,2,5.15
2017,4,3,3,4.74
2017,4,3,4,4.45
2017,4,3,5,4.31
2017,4,3,6,4.46
2017,4,3,7,4.98
2017,4,3,8,5.86
2017,4,3,9,7.36
2017,4,3,10,8.75
2017,4,3,11,9.83
2017,4,3,12,10.62
2017,4,3,13,11.1
2017,4,3,14,11.25
2017,4,3,15,11.05
2017,4,3,16,10.49
2017,4,3,17,9.49
2017,4,3,18,7.23
2017,4,3,19,5.32
2017,4,3,20,4.29
2017,4,3,21,3.26
2017,4,3,22,2.53
2017,4,3,23,1.96
2017,4,4,0,1.54
2017,4,4,1,1.41
2017,4,4,2,1.71
2017,4,4,3,2.03
2017,4,4,4,2.09
2017,4,4,5,2.06
2017,4,4,6,2.19
2017,4,4,7,2.92
2017,4,4,8,4.82
2017,4,4,9,7.52
2017,4,4,10,10.08
2017,4,4,11,11.62
2017,4,4,12,12.71
2017,4,4,13,13.31
2017,4,4,14,13.47
2017,4,4,15,13.23
2017,4,4,16,12.46
2017,4,4,17,11.02
2017,4,4,18,8.57
2017,4,4,19,6.56
2017,4,4,20,6.36
2017,4,4,21,6.24
2017,4,4,22,6.3
2017,4,4,23,6.27
2017,4,5,0,6.03
2017,4,5,1,5.2
2017,4,5,2,4.79
2017,4,5,3,4.94
2017,4,5,4,4.54
2017,4,5,5,3.87
2017,4,5,6,4.35
2017,4,5,7,5.47
2017,4,5,8,7.17
2017,4,5,9,8.51
2017,4,5,10,8.95
2017,4,5,11,9.03
2017,4,5,12,9.13
2017,4,5,13,9.13
2017,4,5,14,8.92
2017,4,5,15,8.5
2017,4,5,16,7.99
2017,4,5,17,7.21
2017,4,5,18,6.22
2017,4,5,19,5.38
2017,4,5,20,4.98
2017,4,5,21,4.7
2017,4,5,22,4.36
2017,4,5,23,3.89
2017,4,6,0,3.39
2017,4,6,1,2.91
2017,4,6,2,2.25
2017,4,6,3,1.88
2017,4,6,4,1.68
2017,4,6,5,1.86
2017,4,6,6,3.08
2017,4,6,7,4.5
2017,4,6,8,6.36
2017,4,6,9,7.85
2017,4,6,10,8.62
2017,4,6,11,9.27
2017,4,6,12,9.7
2017,4,6,13,9.52
2017,4,6,14,8.63
2017,4,6,15,8.23
2017,4,6,16,7.91
2017,4,6,17,7.55
2017,4,6,18,7.15
2017,4,6,19,6.83
2017,4,6,20,6.61
2017,4,6,21,6.52
2017,4,6,22,6.57
2017,4,6,23,6.73
2017,4,7,0,6.94
2017,4,7,1,7.1
2017,4,7,2,7.21
2017,4,7,3,7.31
2017,4,7,4,7.37
2017,4,7,5,7.41
2017,4,7,6,7.54
2017,4,7,7,7.98
2017,4,7,8,8.92
2017,4,7,9,10.17
2017,4,7,10,11.4
2017,4,7,11,12.47
2017,4,7,12,13.02
2017,4,7,13,13.14
2017,4,7,14,12.86
2017,4,7,15,12.3
2017,4,7,16,11.4
2017,4,7,17,10.22
2017,4,7,18,8.82
2017,4,7,19,7.78
2017,4,7,20,7.44
2017,4,7,21,7.26
2017,4,7,22,7.12
2017,4,7,23,6.96
2017,4,8,0,6.79
2017,4,8,1,6.61
2017,4,8,2,6.46
2017,4,8,3,6.39
2017,4,8,4,6.39
2017,4,8,5,6.44
2017,4,8,6,6.62
2017,4,8,7,7.19
2017,4,8,8,8.18
2017,4,8,9,9.66
2017,4,8,10,11.11
2017,4,8,11,11.91
2017,4,8,12,11.53
2017,4,8,13,10.94
2017,4,8,14,10.56
2017,4,8,15,10.28
2017,4,8,16,10.01
2017,4,8,17,9.34
2017,4,8,18,8.13
2017,4,8,19,6.38
2017,4,8,20,4.88
2017,4,8,21,4.29
2017,4,8,22,4.56
2017,4,8,23,4.88
2017,4,9,0,4.24
2017,4,9,1,4.39
2017,4,9,2,4.56
2017,4,9,3,4.55
2017,4,9,4,4.68
2017,4,9,5,4.96
2017,4,9,6,5.3
2017,4,9,7,5.89
2017,4,9,8,7.05
2017,4,9,9,8.81
2017,4,9,10,11.23
2017,4,9,11,12.91
2017,4,9,12,13.85
2017,4,9,13,14.21
2017,4,9,14,14.13
2017,4,9,15,13.69
2017,4,9,16,12.81
2017,4,9,17,11.47
2017,4,9,18,9.47
2017,4,9,19,7.5
2017,4,9,20,6.81
2017,4,9,21,6.44
2017,4,9,22,6.46
2017,4,9,23,6.63
2017,4,10,0,6.82
2017,4,10,1,7.08
2017,4,10,2,7.3
2017,4,10,3,7.33
2017,4,10,4,7.16
2017,4,10,5,7.02
2017,4,10,6,7.31
2017,4,10,7,7.45
2017,4,10,8,8.07
2017,4,10,9,9.0
2017,4,10,10,9.55
2017,4,10,11,9.71
2017,4,10,12,9.83
2017,4,10,13,9.85
2017,4,10,14,9.56
2017,4,10,15,9.04
2017,4,10,16,8.26
2017,4,10,17,7.34
2017,4,10,18,6.47
2017,4,10,19,5.66
2017,4,10,20,5.09
2017,4,10,21,4.5
2017,4,10,22,4.02
2017,4,10,23,3.67
2017,4,11,0,3.44
2017,4,11,1,3.14
2017,4,11,2,2.81
2017,4,11,3,2.54
2017,4,11,4,2.4
2017,4,11,5,2.36
2017,4,11,6,3.09
2017,4,11,7,4.57
2017,4,11,8,5.95
2017,4,11,9,6.93
2017,4,11,10,7.39
2017,4,11,11,7.86
2017,4,11,12,8.35
2017,4,11,13,8.54
2017,4,11,14,8.38
2017,4,11,15,7.86
2017,4,11,16,7.2
2017,4,11,17,6.36
2017,4,11,18,5.74
2017,4,11,19,5.26
2017,4,11,20,5.06
2017,4,11,21,5.38
2017,4,11,22,5.88
2017,4,11,23,6.2
2017,4,12,0,6.27
2017,4,12,1,6.27
2017,4,12,2,6.24
2017,4,12,3,6.17
2017,4,12,4,6.13
2017,4,12,5,6.23
2017,4,12,6,6.47
2017,4,12,7,6.77
2017,4,12,8,7.24
2017,4,12,9,7.79
2017,4,12,10,8.22
2017,4,12,11,8.78
2017,4,12,12,9.14
2017,4,12,13,9.44
2017,4,12,14,9.71
2017,4,12,15,9.43
2017,4,12,16,8.69
2017,4,12,17,7.82
2017,4,12,18,6.83
2017,4,12,19,5.89
2017,4,12,20,5.45
2017,4,12,21,5.39
2017,4,12,22,5.41
2017,4,12,23,5.49
2017,4,13,0,5.49
2017,4,13,1,5.36
2017,4,13,2,5.19
2017,4,13,3,5.1
2017,4,13,4,5.06
2017,4,13,5,5.11
2017,4,13,6,5.48
2017,4,13,7,6.08
2017,4,13,8,7.18
2017,4,13,9,8.48
2017,4,13,10,9.44
2017,4,13,11,9.89
2017,4,13,12,9.97
2017,4,13,13,9.84
2017,4,13,14,9.5
2017,4,13,15,8.98
2017,4,13,16,8.34
2017,4,13,17,7.49
2017,4,13,18,6.58
2017,4,13,19,5.77
2017,4,13,20,5.38
2017,4,13,21,5.1
2017,4,13,22,4.8
2017,4,13,23,4.5
2017,4,14,0,4.27
2017,4,14,1,4.12
2017,4,14,2,4.01
2017,4,14,3,3.89
2017,4,14,4,3.69
2017,4,14,5,3.54
2017,4,14,6,4.37
2017,4,14,7,5.76
2017,4,14,8,7.04
2017,4,14,9,7.86
2017,4,14,10,8.29
2017,4,14,11,8.99
2017,4,14,12,9.52
2017,4,14,13,9.88
2017,4,14,14,9.99
2017,4,14,15,9.9
2017,4,14,16,9.35
2017,4,14,17,8.43
2017,4,14,18,7.38
2017,4,14,19,6.25
2017,4,14,20,5.85
2017,4,14,21,5.6
2017,4,14,22,5.52
2017,4,14,23,5.41
2017,4,15,0,5.15
2017,4,15,1,4.8
2017,4,15,2,4.88
2017,4,15,3,5.05
2017,4,15,4,4.77
2017,4,15,5,4.21
2017,4,15,6,3.96
2017,4,15,7,4.07
2017,4,15,8,4.37
2017,4,15,9,4.91
2017,4,15,10,5.59
2017,4,15,11,5.94
2017,4,15,12,6.18
2017,4,15,13,6.44
2017,4,15,14,6.3
2017,4,15,15,5.8
2017,4,15,16,5.27
2017,4,15,17,4.76
2017,4,15,18,4.13
2017,4,15,19,3.35
2017,4,15,20,2.83
2017,4,15,21,2.59
2017,4,15,22,2.45
2017,4,15,23,2.21
2017,4,16,0,1.91
2017,4,16,1,1.58
2017,4,16,2,1.19
2017,4,16,3,0.81
2017,4,16,4,0.5
2017,4,16,5,0.4
2017,4,16,6,1.35
2017,4,16,7,2.32
2017,4,16,8,3.57
2017,4,16,9,4.58
2017,4,16,10,5.46
2017,4,16,11,6.2
2017,4,16,12,6.69
2017,4,16,13,7.04
2017,4,16,14,7.02
2017,4,16,15,6.76
2017,4,16,16,6.35
2017,4,16,17,5.91
2017,4,16,18,5.15
2017,4,16,19,3.66
2017,4,16,20,3.24
2017,4,16,21,3.05
2017,4,16,22,3.32
2017,4,16,23,3.37
2017,4,17,0,3.25
2017,4,17,1,3.07
2017,4,17,2,2.9
2017,4,17,3,2.71
2017,4,17,4,2.51
2017,4,17,5,2.39
2017,4,17,6,2.85
2017,4,17,7,3.7
2017,4,17,8,4.48
2017,4,17,9,5.25
2017,4,17,10,6.17
2017,4,17,11,6.78
2017,4,17,12,7.1
2017,4,17,13,7.31
2017,4,17,14,7.19
2017,4,17,15,6.82
2017,4,17,16,6.1
2017,4,17,17,5.13
2017,4,17,18,4.16
2017,4,17,19,3.27
2017,4,17,20,2.63
2017,4,17,21,2.06
2017,4,17,22,1.77
2017,4,17,23,1.73
2017,4,18,0,1.63
2017,4,18,1,1.28
2017,4,18,2,0.71
2017,4,18,3,0.1
2017,4,18,4,-0.43
2017,4,18,5,-0.59
2017,4,18,6,1.02
2017,4,18,7,2.37
2017,4,18,8,3.39
2017,4,18,9,3.88
2017,4,18,10,4.26
2017,4,18,11,4.63
2017,4,18,12,4.97
2017,4,18,13,5.07
2017,4,18,14,5.1
2017,4,18,15,4.99
2017,4,18,16,4.68
2017,4,18,17,4.12
2017,4,18,18,3.02
2017,4,18,19,1.02
2017,4,18,20,0.08
2017,4,18,21,-0.53
2017,4,18,22,-1.06
2017,4,18,23,-1.57
2017,4,19,0,-2.05
2017,4,19,1,-2.47
2017,4,19,2,-2.75
2017,4,19,3,-2.88
2017,4,19,4,-2.9
2017,4,19,5,-2.46
2017,4,19,6,0.21
2017,4,19,7,2.48
2017,4,19,8,4.46
2017,4,19,9,5.62
2017,4,19,10,6.57
2017,4,19,11,7.38
2017,4,19,12,7.97
2017,4,19,13,8.29
2017,4,19,14,8.37
2017,4,19,15,8.15
2017,4,19,16,7.58
2017,4,19,17,6.72
2017,4,19,18,5.51
2017,4,19,19,3.35
2017,4,19,20,2.17
2017,4,19,21,1.64
2017,4,19,22,1.21
2017,4,19,23,1.02
2017,4,20,0,0.86
2017,4,20,1,0.49
2017,4,20,2,0.13
2017,4,20,3,0.1
2017,4,20,4,-0.09
2017,4,20,5,0.44
2017,4,20,6,2.17
2017,4,20,7,3.85
2017,4,20,8,5.27
2017,4,20,9,5.96
2017,4,20,10,6.76
2017,4,20,11,7.53
2017,4,20,12,7.85
2017,4,20,13,8.12
2017,4,20,14,8.61
2017,4,20,15,8.82
2017,4,20,16,8.53
2017,4,20,17,7.99
2017,4,20,18,7.31
2017,4,20,19,6.71
2017,4,20,20,6.48
2017,4,20,21,6.6
2017,4,20,22,6.78
2017,4,20,23,6.87
2017,4,21,0,6.92
2017,4,21,1,6.9
2017,4,21,2,6.96
2017,4,21,3,7.0
2017,4,21,4,6.98
2017,4,21,5,6.95
2017,4,21,6,7.1
2017,4,21,7,7.43
2017,4,21,8,7.97
2017,4,21,9,8.64
2017,4,21,10,9.1
2017,4,21,11,9.3
2017,4,21,12,9.44
2017,4,21,13,9.58
2017,4,21,14,9.42
2017,4,21,15,9.29
2017,4,21,16,8.8
2017,4,21,17,7.79
2017,4,21,18,6.63
2017,4,21,19,5.49
2017,4,21,20,4.69
2017,4,21,21,4.03
2017,4,21,22,3.56
2017,4,21,23,3.26
2017,4,22,0,3.1
2017,4,22,1,3.01
2017,4,22,2,2.87
2017,4,22,3,2.81
2017,4,22,4,2.85
2017,4,22,5,2.99
2017,4,22,6,3.9
2017,4,22,7,5.29
2017,4,22,8,6.7
2017,4,22,9,7.86
2017,4,22,10,8.53
2017,4,22,11,8.96
2017,4,22,12,9.51
2017,4,22,13,9.82
2017,4,22,14,9.8
2017,4,22,15,9.44
2017,4,22,16,8.83
2017,4,22,17,7.94
2017,4,22,18,6.79
2017,4,22,19,5.41
2017,4,22,20,4.57
2017,4,22,21,3.92
2017,4,22,22,3.43
2017,4,22,23,3.13
2017,4,23,0,3.06
2017,4,23,1,2.87
2017,4,23,2,2.67
2017,4,23,3,2.55
2017,4,23,4,2.71
2017,4,23,5,2.59
2017,4,23,6,3.26
2017,4,23,7,4.49
2017,4,23,8,5.37
2017,4,23,9,6.1
2017,4,23,10,6.45
2017,4,23,11,6.91
2017,4,23,12,7.25
2017,4,23,13,7.23
2017,4,23,14,7.14
2017,4,23,15,7.03
2017,4,23,16,6.79
2017,4,23,17,6.31
2017,4,23,18,5.39
2017,4,23,19,3.89
2017,4,23,20,3.22
2017,4,23,21,3.47
2017,4,23,22,3.78
2017,4,23,23,3.97
2017,4,24,0,4.06
2017,4,24,1,4.0
2017,4,24,2,3.96
2017,4,24,3,4.13
2017,4,24,4,4.61
2017,4,24,5,5.31
2017,4,24,6,6.07
2017,4,24,7,6.64
2017,4,24,8,7.03
2017,4,24,9,7.61
2017,4,24,10,8.16
2017,4,24,11,8.55
2017,4,24,12,8.26
2017,4,24,13,7.91
2017,4,24,14,7.44
2017,4,24,15,6.71
2017,4,24,16,5.93
2017,4,24,17,5.19
2017,4,24,18,4.22
2017,4,24,19,2.66
2017,4,24,20,1.48
2017,4,24,21,0.89
2017,4,24,22,0.56
2017,4,24,23,0.32
2017,4,25,0,0.04
2017,4,25,1,-0.24
2017,4,25,2,-0.55
2017,4,25,3,-0.85
2017,4,25,4,-1.05
2017,4,25,5,-0.46
2017,4,25,6,1.6
2017,4,25,7,3.11
2017,4,25,8,4.3
2017,4,25,9,5.05
2017,4,25,10,5.65
2017,4,25,11,6.02
2017,4,25,12,6.05
2017,4,25,13,5.81
2017,4,25,14,5.47
2017,4,25,15,5.14
2017,4,25,16,4.79
2017,4,25,17,4.52
2017,4,25,18,4.0
2017,4,25,19,2.38
2017,4,25,20,1.2
2017,4,25,21,0.64
2017,4,25,22,0.24
2017,4,25,23,-0.06
2017,4,26,0,-0.33
2017,4,26,1,-0.58
2017,4,26,2,-0.75
2017,4,26,3,-0.86
2017,4,26,4,-0.97
2017,4,26,5,-0.41
2017,4,26,6,2.08
2017,4,26,7,4.15
2017,4,26,8,6.15
2017,4,26,9,7.24
2017,4,26,10,7.47
2017,4,26,11,7.46
2017,4,26,12,7.49
2017,4,26,13,7.47
2017,4,26,14,7.39
2017,4,26,15,7.21
2017,4,26,16,6.9
2017,4,26,17,6.52
2017,4,26,18,5.79
2017,4,26,19,4.05
2017,4,26,20,2.63
2017,4,26,21,1.81
2017,4,26,22,1.03
2017,4,26,23,0.37
2017,4,27,0,-0.12
2017,4,27,1,-0.37
2017,4,27,2,-0.49
2017,4,27,3,-0.3
2017,4,27,4,-0.22
2017,4,27,5,0.49
2017,4,27,6,2.64
2017,4,27,7,4.22
2017,4,27,8,5.23
2017,4,27,9,5.85
2017,4,27,10,6.24
2017,4,27,11,6.41
2017,4,27,12,6.5
2017,4,27,13,6.51
2017,4,27,14,6.49
2017,4,27,15,6.29
2017,4,27,16,5.9
2017,4,27,17,5.58
2017,4,27,18,5.39
2017,4,27,19,5.27
2017,4,27,20,5.24
2017,4,27,21,5.25
2017,4,27,22,5.38
2017,4,27,23,5.4
2017,4,28,0,5.24
2017,4,28,1,4.95
2017,4,28,2,4.58
2017,4,28,3,4.31
2017,4,28,4,4.01
2017,4,28,5,4.14
2017,4,28,6,5.2
2017,4,28,7,6.08
2017,4,28,8,6.64
2017,4,28,9,7.27
2017,4,28,10,8.14
2017,4,28,11,8.92
2017,4,28,12,9.1
2017,4,28,13,9.0
2017,4,28,14,8.82
2017,4,28,15,8.63
2017,4,28,16,8.22
2017,4,28,17,7.61
2017,4,28,18,6.65
2017,4,28,19,4.59
2017,4,28,20,3.16
2017,4,28,21,2.57
2017,4,28,22,2.16
2017,4,28,23,1.89
2017,4,29,0,1.6
2017,4,29,1,1.23
2017,4,29,2,0.76
2017,4,29,3,0.3
2017,4,29,4,-0.04
2017,4,29,5,0.43
2017,4,29,6,2.92
2017,4,29,7,4.34
2017,4,29,8,5.19
2017,4,29,9,5.87
2017,4,29,10,7.01
2017,4,29,11,8.01
2017,4,29,12,8.61
2017,4,29,13,8.88
2017,4,29,14,9.13
2017,4,29,15,9.16
2017,4,29,16,9.02
2017,4,29,17,8.57
2017,4,29,18,7.61
2017,4,29,19,5.09
2017,4,29,20,3.5
2017,4,29,21,2.79
2017,4,29,22,2.13
2017,4,29,23,1.56
2017,4,30,0,1.05
2017,4,30,1,0.75
2017,4,30,2,0.76
2017,4,30,3,1.51
2017,4,30,4,2.53
2017,4,30,5,2.88
2017,4,30,6,3.31
2017,4,30,7,4.57
2017,4,30,8,6.8
2017,4,30,9,8.7
2017,4,30,10,9.83
2017,4,30,11,10.55
2017,4,30,12,11.09
2017,4,30,13,11.44
2017,4,30,14,11.47
2017,4,30,15,11.15
2017,4,30,16,10.52
2017,4,30,17,9.56
2017,4,30,18,8.18
2017,4,30,19,6.27
2017,4,30,20,4.83
2017,4,30,21,4.15
2017,4,30,22,3.77
2017,4,30,23,3.58
2017,5,1,0,3.47
2017,5,1,1,3.4
2017,5,1,2,3.36
2017,5,1,3,3.32
2017,5,1,4,3.31
2017,5,1,5,3.89
2017,5,1,6,5.24
2017,5,1,7,6.96
2017,5,1,8,8.48
2017,5,1,9,9.62
2017,5,1,10,10.51
2017,5,1,11,11.22
2017,5,1,12,11.69
2017,5,1,13,11.95
2017,5,1,14,11.98
2017,5,1,15,11.74
2017,5,1,16,11.21
2017,5,1,17,10.36
2017,5,1,18,9.1
2017,5,1,19,7.5
2017,5,1,20,6.06
2017,5,1,21,5.22
2017,5,1,22,4.61
2017,5,1,23,4.13
2017,5,2,0,3.72
2017,5,2,1,3.37
2017,5,2,2,3.03
2017,5,2,3,2.71
2017,5,2,4,2.36
2017,5,2,5,3.01
2017,5,2,6,4.69
2017,5,2,7,6.79
2017,5,2,8,8.92
2017,5,2,9,10.52
2017,5,2,10,11.44
2017,5,2,11,12.05
2017,5,2,12,12.53
2017,5,2,13,12.86
2017,5,2,14,12.97
2017,5,2,15,12.9
2017,5,2,16,12.62
2017,5,2,17,11.98
2017,5,2,18,10.55
2017,5,2,19,8.33
2017,5,2,20,6.99
2017,5,2,21,6.49
2017,5,2,22,6.03
2017,5,2,23,5.72
2017,5,3,0,5.45
2017,5,3,1,5.31
2017,5,3,2,5.35
2017,5,3,3,5.49
2017,5,3,4,5.57
2017,5,3,5,5.87
2017,5,3,6,6.6
2017,5,3,7,7.64
2017,5,3,8,8.95
2017,5,3,9,10.39
2017,5,3,10,11.84
2017,5,3,11,13.07
2017,5,3,12,13.85
2017,5,3,13,14.25
2017,5,3,14,14.33
2017,5,3,15,14.15
2017,5,3,16,13.77
2017,5,3,17,13.15
2017,5,3,18,11.85
2017,5,3,19,9.32
2017,5,3,20,7.46
2017,5,3,21,6.75
2017,5,3,22,6.18
2017,5,3,23,5.71
2017,5,4,0,5.25
2017,5,4,1,4.82
2017,5,4,2,4.67
2017,5,4,3,4.85
2017,5,4,4,4.9
2017,5,4,5,5.2
2017,5,4,6,6.11
2017,5,4,7,7.49
2017,5,4,8,8.83
2017,5,4,9,9.83
2017,5,4,10,10.67
2017,5,4,11,11.46
2017,5,4,12,12.1
2017,5,4,13,12.51
2017,5,4,14,12.66
2017,5,4,15,12.59
2017,5,4,16,12.52
2017,5,4,17,12.36
2017,5,4,18,11.37
2017,5,4,19,9.64
2017,5,4,20,8.23
2017,5,4,21,7.52
2017,5,4,22,7.05
2017,5,4,23,6.69
2017,5,5,0,6.44
2017,5,5,1,5.99
2017,5,5,2,5.32
2017,5,5,3,5.01
2017,5,5,4,4.77
2017,5,5,5,5.04
2017,5,5,6,6.02
2017,5,5,7,7.77
2017,5,5,8,9.6
2017,5,5,9,11.07
2017,5,5,10,12.4
2017,5,5,11,13.52
2017,5,5,12,14.26
2017,5,5,13,14.44
2017,5,5,14,14.04
2017,5,5,15,13.52
2017,5,5,16,13.05
2017,5,5,17,12.4
2017,5,5,18,11.53
2017,5,5,19,10.42
2017,5,5,20,9.72
2017,5,5,21,9.46
2017,5,5,22,9.18
2017,5,5,23,8.69
2017,5,6,0,7.96
2017,5,6,1,7.55
2017,5,6,2,7.28
2017,5,6,3,7.13
2017,5,6,4,7.11
2017,5,6,5,7.66
2017,5,6,6,9.0
2017,5,6,7,10.32
2017,5,6,8,12.98
2017,5,6,9,14.54
2017,5,6,10,15.76
2017,5,6,11,16.8
2017,5,6,12,17.52
2017,5,6,13,17.96
2017,5,6,14,18.13
2017,5,6,15,18.04
2017,5,6,16,17.7
2017,5,6,17,17.19
2017,5,6,18,16.27
2017,5,6,19,14.45
2017,5,6,20,12.49
2017,5,6,21,11.17
2017,5,6,22,10.11
2017,5,6,23,9.38
2017,5,7,0,8.81
2017,5,7,1,8.23
2017,5,7,2,7.52
2017,5,7,3,6.94
2017,5,7,4,6.54
2017,5,7,5,7.36
2017,5,7,6,8.86
2017,5,7,7,10.39
2017,5,7,8,13.47
2017,5,7,9,15.67
2017,5,7,10,16.97
2017,5,7,11,17.87
2017,5,7,12,18.34
2017,5,7,13,18.36
2017,5,7,14,17.99
2017,5,7,15,17.07
2017,5,7,16,15.88
2017,5,7,17,14.41
2017,5,7,18,12.66
2017,5,7,19,10.82
2017,5,7,20,9.56
2017,5,7,21,9.12
2017,5,7,22,8.98
2017,5,7,23,8.97
2017,5,8,0,8.81
2017,5,8,1,8.13
2017,5,8,2,7.31
2017,5,8,3,6.71
2017,5,8,4,6.31
2017,5,8,5,6.18
2017,5,8,6,6.41
2017,5,8,7,6.91
2017,5,8,8,7.47
2017,5,8,9,8.0
2017,5,8,10,8.56
2017,5,8,11,9.07
2017,5,8,12,9.42
2017,5,8,13,9.54
2017,5,8,14,9.52
2017,5,8,15,9.32
2017,5,8,16,8.91
2017,5,8,17,8.28
2017,5,8,18,7.31
2017,5,8,19,5.44
2017,5,8,20,3.36
2017,5,8,21,2.67
2017,5,8,22,2.11
2017,5,8,23,1.64
2017,5,9,0,1.37
2017,5,9,1,1.35
2017,5,9,2,1.23
2017,5,9,3,1.21
2017,5,9,4,1.32
2017,5,9,5,2.7
2017,5,9,6,4.5
2017,5,9,7,5.91
2017,5,9,8,6.94
2017,5,9,9,7.37
2017,5,9,10,8.22
2017,5,9,11,8.98
2017,5,9,12,9.75
2017,5,9,13,10.3
2017,5,9,14,10.56
2017,5,9,15,10.5
2017,5,9,16,9.89
2017,5,9,17,8.71
2017,5,9,18,7.6
2017,5,9,19,6.71
2017,5,9,20,5.99
2017,5,9,21,5.59
2017,5,9,22,5.38
2017,5,9,23,5.24
2017,5,10,0,5.12
2017,5,10,1,4.99
2017,5,10,2,4.9
2017,5,10,3,4.84
2017,5,10,4,4.81
2017,5,10,5,4.87
2017,5,10,6,5.01
2017,5,10,7,5.23
2017,5,10,8,5.77
2017,5,10,9,6.43
2017,5,10,10,6.87
2017,5,10,11,7.16
2017,5,10,12,7.35
2017,5,10,13,7.34
2017,5,10,14,7.39
2017,5,10,15,7.24
2017,5,10,16,7.06
2017,5,10,17,7.08
2017,5,10,18,6.89
2017,5,10,19,6.34
2017,5,10,20,5.55
2017,5,10,21,5.37
2017,5,10,22,5.24
2017,5,10,23,5.25
2017,5,11,0,5.29
2017,5,11,1,5.43
2017,5,11,2,5.41
2017,5,11,3,5.52
2017,5,11,4,5.55
2017,5,11,5,5.89
2017,5,11,6,6.73
2017,5,11,7,7.56
2017,5,11,8,8.81
2017,5,11,9,9.94
2017,5,11,10,10.98
2017,5,11,11,12.01
2017,5,11,12,12.9
2017,5,11,13,13.44
2017,5,11,14,13.82
2017,5,11,15,14.02
2017,5,11,16,13.79
2017,5,11,17,13.17
2017,5,11,18,12.13
2017,5,11,19,10.44
2017,5,11,20,8.7
2017,5,11,21,7.75
2017,5,11,22,6.74
2017,5,11,23,6.02
2017,5,12,0,5.51
2017,5,12,1,5.23
2017,5,12,2,5.41
2017,5,12,3,5.52
2017,5,12,4,5.56
2017,5,12,5,5.88
2017,5,12,6,6.82
2017,5,12,7,8.41
2017,5,12,8,10.34
2017,5,12,9,11.89
2017,5,12,10,13.09
2017,5,12,11,13.96
2017,5,12,12,14.54
2017,5,12,13,14.81
2017,5,12,14,14.7
2017,5,12,15,14.05
2017,5,12,16,13.23
2017,5,12,17,12.09
2017,5,12,18,10.89
2017,5,12,19,9.9
2017,5,12,20,9.06
2017,5,12,21,8.32
2017,5,12,22,7.73
2017,5,12,23,7.42
2017,5,13,0,7.32
2017,5,13,1,7.29
2017,5,13,2,7.23
2017,5,13,3,7.19
2017,5,13,4,7.14
2017,5,13,5,7.37
2017,5,13,6,8.26
2017,5,13,7,9.82
2017,5,13,8,11.7
2017,5,13,9,13.72
2017,5,13,10,15.38
